"","OTU","Sample","Abundance","Replicates","Treatment","Genotype","Day","Kingdom","Phylum","Class","Order","Family","Genus"
"90","57b50e6e3ddfafe90166e29ca03d3259","MBSF10",0.0903369122547205,1,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"91","57b50e6e3ddfafe90166e29ca03d3259","R2D3BW",0.0879899542559871,2,"Wastewater_Control","CONTROL","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"92","57b50e6e3ddfafe90166e29ca03d3259","R3D3BW",0.0858434408987155,3,"Wastewater_Control","CONTROL","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"93","57b50e6e3ddfafe90166e29ca03d3259","MBSF15",0.0774018944519621,3,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"94","57b50e6e3ddfafe90166e29ca03d3259","R3D1BW",0.0773844157006669,3,"Wastewater_Control","CONTROL","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"95","57b50e6e3ddfafe90166e29ca03d3259","R2D2BW",0.0764487735132478,2,"Wastewater_Control","CONTROL","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"96","57b50e6e3ddfafe90166e29ca03d3259","R2D1BW",0.0730407523510972,2,"Wastewater_Control","CONTROL","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"97","57b50e6e3ddfafe90166e29ca03d3259","MBSF17",0.0612808244387192,2,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"98","57b50e6e3ddfafe90166e29ca03d3259","R1D1BW",0.0604111313103063,1,"Wastewater_Control","CONTROL","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"99","57b50e6e3ddfafe90166e29ca03d3259","MBSF14",0.0524104278678896,2,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"100","57b50e6e3ddfafe90166e29ca03d3259","MBSF24",0.0514361671386465,3,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"101","57b50e6e3ddfafe90166e29ca03d3259","MBSF25",0.041450143669377,1,"Wastewater_Daphnia","LRV_12_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"102","57b50e6e3ddfafe90166e29ca03d3259","MBSF12",0.0342525266383134,3,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"103","57b50e6e3ddfafe90166e29ca03d3259","R3D2BW8532",0.0305034913634693,3,"Wastewater_Control","CONTROL","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"104","57b50e6e3ddfafe90166e29ca03d3259","MBSF11",0.0252996614511849,2,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"105","abf6832f29269031a909d89938a6978d","MBSF25",0.437366265207556,1,"Wastewater_Daphnia","LRV_12_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"106","abf6832f29269031a909d89938a6978d","MBSF24",0.319193203490724,3,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"107","abf6832f29269031a909d89938a6978d","MBSF17",0.11313029076187,2,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"108","abf6832f29269031a909d89938a6978d","MBSF19",0.0734135409294645,1,"Wastewater_Daphnia","LRV_12_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"109","abf6832f29269031a909d89938a6978d","MBSF15",0.0705908885881822,3,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"110","abf6832f29269031a909d89938a6978d","MBSF14",0.0523652464645552,2,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"111","abf6832f29269031a909d89938a6978d","MBSF9",0.0396254907882815,3,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"112","abf6832f29269031a909d89938a6978d","MBSF8",0.0179003958173333,2,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"113","abf6832f29269031a909d89938a6978d","MBSF26",0.0136290245987273,2,"Wastewater_Daphnia","LRV_12_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"114","abf6832f29269031a909d89938a6978d","MBSF16",0.0120831319478009,1,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"115","abf6832f29269031a909d89938a6978d","MBSF6",0.0108948645570247,3,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"116","abf6832f29269031a909d89938a6978d","MBSF7",0.0104784081287045,1,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
